date,state,cases_new,cases_import,cases_recovered,cases_active,cases_cluster
2024-08-11,W.P. Kuala Lumpur,20,0,24,628,0
2024-08-12,W.P. Kuala Lumpur,9,0,10,627,0
2024-08-13,W.P. Kuala Lumpur,29,0,15,641,0
2024-08-14,W.P. Kuala Lumpur,19,0,23,637,0
2024-08-15,W.P. Kuala Lumpur,29,0,20,646,0
2024-08-16,W.P. Kuala Lumpur,18,0,19,645,0
2024-08-17,W.P. Kuala Lumpur,10,0,19,636,0
2024-08-18,W.P. Kuala Lumpur,11,0,20,627,0
2024-08-19,W.P. Kuala Lumpur,14,0,10,631,0
2024-08-20,W.P. Kuala Lumpur,25,0,28,628,0
2024-08-21,W.P. Kuala Lumpur,19,0,19,628,0
2024-08-22,W.P. Kuala Lumpur,33,0,29,632,11
2024-08-23,W.P. Kuala Lumpur,13,0,18,627,0
2024-08-24,W.P. Kuala Lumpur,29,0,10,646,0
2024-08-25,W.P. Kuala Lumpur,21,0,11,656,0
2024-08-26,W.P. Kuala Lumpur,13,0,14,655,0
2024-08-27,W.P. Kuala Lumpur,18,0,25,648,0
2024-08-28,W.P. Kuala Lumpur,18,0,19,647,0
2024-08-29,W.P. Kuala Lumpur,22,0,33,636,0
2024-08-30,W.P. Kuala Lumpur,17,0,13,640,0
2024-08-31,W.P. Kuala Lumpur,16,0,29,627,0
2024-09-01,W.P. Kuala Lumpur,15,0,21,621,0
2024-09-02,W.P. Kuala Lumpur,8,0,13,616,0
2024-09-03,W.P. Kuala Lumpur,26,0,18,624,0
2024-09-04,W.P. Kuala Lumpur,30,0,18,636,0
2024-09-05,W.P. Kuala Lumpur,21,0,22,635,0
2024-09-06,W.P. Kuala Lumpur,12,0,17,630,0
2024-09-07,W.P. Kuala Lumpur,18,0,16,632,0
2024-09-08,W.P. Kuala Lumpur,6,0,15,623,0
2024-09-09,W.P. Kuala Lumpur,9,0,8,624,0
2024-09-10,W.P. Kuala Lumpur,14,0,26,612,0
2024-09-11,W.P. Kuala Lumpur,17,0,30,599,0
2024-09-12,W.P. Kuala Lumpur,19,0,21,597,0
2024-09-13,W.P. Kuala Lumpur,19,0,12,604,0
2024-09-14,W.P. Kuala Lumpur,18,0,18,604,0
2024-09-15,W.P. Kuala Lumpur,8,0,6,606,0
2024-09-16,W.P. Kuala Lumpur,5,0,9,602,0
2024-09-17,W.P. Kuala Lumpur,6,0,14,594,0
2024-09-18,W.P. Kuala Lumpur,10,0,17,587,0
2024-09-19,W.P. Kuala Lumpur,11,0,19,579,0
2024-09-20,W.P. Kuala Lumpur,18,0,19,578,0
2024-09-21,W.P. Kuala Lumpur,18,0,18,578,0
2024-09-22,W.P. Kuala Lumpur,5,0,8,575,0
2024-09-23,W.P. Kuala Lumpur,5,0,5,575,0
2024-09-24,W.P. Kuala Lumpur,9,0,6,578,0
2024-09-25,W.P. Kuala Lumpur,29,0,10,597,0
2024-09-26,W.P. Kuala Lumpur,20,0,11,606,0
2024-09-27,W.P. Kuala Lumpur,19,0,18,607,0
2024-09-28,W.P. Kuala Lumpur,17,0,18,606,0
2024-09-29,W.P. Kuala Lumpur,15,0,5,616,0
2024-09-30,W.P. Kuala Lumpur,7,0,5,618,0
2024-10-01,W.P. Kuala Lumpur,19,0,9,628,0
2024-10-02,W.P. Kuala Lumpur,21,0,29,620,0
2024-10-03,W.P. Kuala Lumpur,14,0,20,614,0
2024-10-04,W.P. Kuala Lumpur,31,0,19,626,0
2024-10-05,W.P. Kuala Lumpur,23,0,17,632,0
2024-10-06,W.P. Kuala Lumpur,22,0,15,639,0
2024-10-07,W.P. Kuala Lumpur,19,0,7,651,0
2024-10-08,W.P. Kuala Lumpur,18,0,19,650,0
2024-10-09,W.P. Kuala Lumpur,20,0,21,649,0
2024-10-10,W.P. Kuala Lumpur,21,0,14,656,0
2024-10-11,W.P. Kuala Lumpur,23,0,31,648,0
2024-10-12,W.P. Kuala Lumpur,22,0,23,647,0
2024-10-13,W.P. Kuala Lumpur,25,0,22,650,0
2024-10-14,W.P. Kuala Lumpur,13,0,19,644,0
2024-10-15,W.P. Kuala Lumpur,21,0,18,647,0
2024-10-16,W.P. Kuala Lumpur,22,0,20,649,0
2024-10-17,W.P. Kuala Lumpur,29,0,21,657,0
2024-10-18,W.P. Kuala Lumpur,28,0,23,662,0
2024-10-19,W.P. Kuala Lumpur,18,0,22,658,0
2024-10-20,W.P. Kuala Lumpur,9,0,25,642,0
2024-10-21,W.P. Kuala Lumpur,10,0,13,639,0
2024-10-22,W.P. Kuala Lumpur,14,0,21,632,0
2024-10-23,W.P. Kuala Lumpur,31,0,22,641,0
2024-10-24,W.P. Kuala Lumpur,26,0,29,638,0
2024-10-25,W.P. Kuala Lumpur,29,0,28,639,0
2024-10-26,W.P. Kuala Lumpur,17,0,18,638,0
2024-10-27,W.P. Kuala Lumpur,11,0,9,640,0
2024-10-28,W.P. Kuala Lumpur,9,0,10,639,0
2024-10-29,W.P. Kuala Lumpur,24,0,14,649,0
2024-10-30,W.P. Kuala Lumpur,28,0,31,646,0
2024-10-31,W.P. Kuala Lumpur,18,0,26,638,0
2024-11-01,W.P. Kuala Lumpur,11,0,29,620,0
2024-11-02,W.P. Kuala Lumpur,12,0,17,615,0
2024-11-03,W.P. Kuala Lumpur,14,0,11,618,0
2024-11-04,W.P. Kuala Lumpur,12,0,9,621,0
2024-11-05,W.P. Kuala Lumpur,21,0,24,618,0
2024-11-06,W.P. Kuala Lumpur,16,0,28,606,0
2024-11-07,W.P. Kuala Lumpur,28,0,18,616,0
2024-11-08,W.P. Kuala Lumpur,48,0,11,653,0
2024-11-09,W.P. Kuala Lumpur,31,0,12,672,0
2024-11-10,W.P. Kuala Lumpur,18,0,14,676,0
2024-11-11,W.P. Kuala Lumpur,13,0,12,677,0
2024-11-12,W.P. Kuala Lumpur,22,0,21,678,0
2024-11-13,W.P. Kuala Lumpur,28,0,16,690,0
2024-11-14,W.P. Kuala Lumpur,29,0,28,691,0
2024-11-15,W.P. Kuala Lumpur,34,0,48,677,0
2024-11-16,W.P. Kuala Lumpur,32,0,31,678,0
2024-11-17,W.P. Kuala Lumpur,16,0,18,676,0
2024-11-18,W.P. Kuala Lumpur,19,0,13,682,0
2024-11-19,W.P. Kuala Lumpur,34,0,22,694,0
2024-11-20,W.P. Kuala Lumpur,34,0,28,700,0
2024-11-21,W.P. Kuala Lumpur,41,0,29,712,0
2024-11-22,W.P. Kuala Lumpur,31,0,34,709,0
2024-11-23,W.P. Kuala Lumpur,21,0,32,698,0
2024-11-24,W.P. Kuala Lumpur,21,0,16,703,0
2024-11-25,W.P. Kuala Lumpur,16,0,19,700,0
2024-11-26,W.P. Kuala Lumpur,28,0,34,694,0
2024-11-27,W.P. Kuala Lumpur,51,0,34,711,0
2024-11-28,W.P. Kuala Lumpur,40,0,41,710,0
2024-11-29,W.P. Kuala Lumpur,43,0,31,722,0
2024-11-30,W.P. Kuala Lumpur,34,0,21,735,0
2024-12-01,W.P. Kuala Lumpur,16,0,21,730,0
2024-12-02,W.P. Kuala Lumpur,23,0,16,737,0
2024-12-03,W.P. Kuala Lumpur,44,0,28,753,0
2024-12-04,W.P. Kuala Lumpur,54,0,51,756,0
2024-12-05,W.P. Kuala Lumpur,54,0,40,770,0
2024-12-06,W.P. Kuala Lumpur,51,0,43,778,0
2024-12-07,W.P. Kuala Lumpur,40,0,34,784,0
2024-12-08,W.P. Kuala Lumpur,43,0,16,811,0
2024-12-09,W.P. Kuala Lumpur,22,0,23,810,0
2024-12-10,W.P. Kuala Lumpur,23,0,44,789,0
2024-12-11,W.P. Kuala Lumpur,46,0,54,781,0
2024-12-12,W.P. Kuala Lumpur,48,0,54,775,0
2024-12-13,W.P. Kuala Lumpur,48,0,51,772,0
2024-12-14,W.P. Kuala Lumpur,42,0,40,774,0
2024-12-15,W.P. Kuala Lumpur,25,0,43,756,0
2024-12-16,W.P. Kuala Lumpur,36,0,22,770,0
2024-12-17,W.P. Kuala Lumpur,34,0,23,781,0
2024-12-18,W.P. Kuala Lumpur,49,0,46,784,0
2024-12-19,W.P. Kuala Lumpur,43,0,48,779,0
2024-12-20,W.P. Kuala Lumpur,38,0,48,769,0
2024-12-21,W.P. Kuala Lumpur,43,0,42,770,0
2024-12-22,W.P. Kuala Lumpur,21,0,25,766,0
2024-12-23,W.P. Kuala Lumpur,20,0,36,750,0
2024-12-24,W.P. Kuala Lumpur,23,0,34,739,0
2024-12-25,W.P. Kuala Lumpur,39,0,49,729,0
2024-12-26,W.P. Kuala Lumpur,30,0,43,716,0
2024-12-27,W.P. Kuala Lumpur,21,0,38,699,0
2024-12-28,W.P. Kuala Lumpur,31,0,43,687,0
2024-12-29,W.P. Kuala Lumpur,32,0,21,698,0
2024-12-30,W.P. Kuala Lumpur,13,0,20,691,0
2024-12-31,W.P. Kuala Lumpur,23,0,23,691,0
2025-01-01,W.P. Kuala Lumpur,16,0,39,668,0
2025-01-02,W.P. Kuala Lumpur,24,0,30,662,0
2025-01-03,W.P. Kuala Lumpur,22,0,21,663,0
2025-01-04,W.P. Kuala Lumpur,25,0,31,657,0
2025-01-05,W.P. Kuala Lumpur,32,0,32,657,0
2025-01-06,W.P. Kuala Lumpur,19,0,13,663,0
2025-01-07,W.P. Kuala Lumpur,26,0,23,666,0
2025-01-08,W.P. Kuala Lumpur,29,0,16,679,0
2025-01-09,W.P. Kuala Lumpur,29,0,24,684,0
2025-01-10,W.P. Kuala Lumpur,32,0,22,694,0
2025-01-11,W.P. Kuala Lumpur,32,0,25,701,0
2025-01-12,W.P. Kuala Lumpur,14,0,32,683,0
2025-01-13,W.P. Kuala Lumpur,15,0,19,679,0
2025-01-14,W.P. Kuala Lumpur,8,0,26,661,0
2025-01-15,W.P. Kuala Lumpur,20,0,29,652,0
2025-01-16,W.P. Kuala Lumpur,20,0,29,643,0
2025-01-17,W.P. Kuala Lumpur,32,0,32,643,0
2025-01-18,W.P. Kuala Lumpur,21,0,32,632,0
2025-01-19,W.P. Kuala Lumpur,11,0,14,629,0
2025-01-20,W.P. Kuala Lumpur,8,0,15,622,0
2025-01-21,W.P. Kuala Lumpur,14,0,8,628,0
2025-01-22,W.P. Kuala Lumpur,21,0,20,629,0
2025-01-23,W.P. Kuala Lumpur,12,0,20,621,0
2025-01-24,W.P. Kuala Lumpur,13,0,32,602,0
2025-01-25,W.P. Kuala Lumpur,12,0,21,593,0
2025-01-26,W.P. Kuala Lumpur,16,0,11,598,0
2025-01-27,W.P. Kuala Lumpur,6,0,8,596,0
2025-01-28,W.P. Kuala Lumpur,10,0,14,592,0
2025-01-29,W.P. Kuala Lumpur,17,0,21,588,0
2025-01-30,W.P. Kuala Lumpur,9,0,12,585,0
2025-01-31,W.P. Kuala Lumpur,5,0,13,577,0
2025-02-01,W.P. Kuala Lumpur,13,0,12,578,0
2025-02-02,W.P. Kuala Lumpur,7,0,16,569,0
2025-02-03,W.P. Kuala Lumpur,11,0,6,574,0
2025-02-04,W.P. Kuala Lumpur,18,0,10,582,0
2025-02-05,W.P. Kuala Lumpur,11,0,17,576,0
2025-02-06,W.P. Kuala Lumpur,10,0,9,577,0
2025-02-07,W.P. Kuala Lumpur,13,0,5,585,0
2025-02-08,W.P. Kuala Lumpur,16,0,13,588,0
2025-02-09,W.P. Kuala Lumpur,15,0,7,596,0
2025-02-10,W.P. Kuala Lumpur,9,0,11,594,0
2025-02-11,W.P. Kuala Lumpur,5,0,18,581,0
2025-02-12,W.P. Kuala Lumpur,9,0,12,578,0
2025-02-13,W.P. Kuala Lumpur,13,0,10,581,0
2025-02-14,W.P. Kuala Lumpur,10,0,13,578,0
2025-02-15,W.P. Kuala Lumpur,13,0,16,575,0
2025-02-16,W.P. Kuala Lumpur,6,0,15,566,0
2025-02-17,W.P. Kuala Lumpur,10,0,8,568,0
2025-02-18,W.P. Kuala Lumpur,8,0,5,571,0
2025-02-19,W.P. Kuala Lumpur,7,0,9,569,0
2025-02-20,W.P. Kuala Lumpur,14,0,13,570,0
2025-02-21,W.P. Kuala Lumpur,12,0,10,572,0
2025-02-22,W.P. Kuala Lumpur,9,0,13,568,0
2025-02-23,W.P. Kuala Lumpur,7,0,6,569,0
2025-02-24,W.P. Kuala Lumpur,2,0,10,561,0
2025-02-25,W.P. Kuala Lumpur,6,0,8,559,0
2025-02-26,W.P. Kuala Lumpur,11,0,7,563,0
2025-02-27,W.P. Kuala Lumpur,8,0,14,557,0
2025-02-28,W.P. Kuala Lumpur,7,0,12,552,0
2025-03-01,W.P. Kuala Lumpur,6,0,9,549,0
2025-03-02,W.P. Kuala Lumpur,6,0,7,548,0
2025-03-03,W.P. Kuala Lumpur,3,0,2,549,0
2025-03-04,W.P. Kuala Lumpur,10,0,6,553,0
2025-03-05,W.P. Kuala Lumpur,10,0,11,552,0
2025-03-06,W.P. Kuala Lumpur,9,0,8,553,0
2025-03-07,W.P. Kuala Lumpur,7,0,7,553,0
2025-03-08,W.P. Kuala Lumpur,8,0,6,555,0
2025-03-09,W.P. Kuala Lumpur,1,0,6,550,0
2025-03-10,W.P. Kuala Lumpur,7,0,3,554,0
2025-03-11,W.P. Kuala Lumpur,7,0,10,551,0
2025-03-12,W.P. Kuala Lumpur,7,0,10,548,0
2025-03-13,W.P. Kuala Lumpur,4,0,9,543,0
2025-03-14,W.P. Kuala Lumpur,9,0,7,545,0
2025-03-15,W.P. Kuala Lumpur,4,0,8,541,0
2025-03-16,W.P. Kuala Lumpur,4,0,1,544,0
2025-03-17,W.P. Kuala Lumpur,2,0,7,539,0
2025-03-18,W.P. Kuala Lumpur,8,0,7,540,0
2025-03-19,W.P. Kuala Lumpur,6,0,7,539,0
2025-03-20,W.P. Kuala Lumpur,7,0,4,542,0
2025-03-21,W.P. Kuala Lumpur,11,0,9,544,0
2025-03-22,W.P. Kuala Lumpur,9,0,4,549,0
2025-03-23,W.P. Kuala Lumpur,4,0,4,549,0
2025-03-24,W.P. Kuala Lumpur,5,0,2,552,0
2025-03-25,W.P. Kuala Lumpur,7,0,8,551,0
2025-03-26,W.P. Kuala Lumpur,3,0,6,548,0
2025-03-27,W.P. Kuala Lumpur,8,0,7,549,0
2025-03-28,W.P. Kuala Lumpur,7,0,11,545,0
2025-03-29,W.P. Kuala Lumpur,7,0,9,543,0
2025-03-30,W.P. Kuala Lumpur,2,0,4,541,0
2025-03-31,W.P. Kuala Lumpur,8,0,5,544,0
2025-04-01,W.P. Kuala Lumpur,2,0,7,539,0
2025-04-02,W.P. Kuala Lumpur,3,0,3,539,0
2025-04-03,W.P. Kuala Lumpur,1,0,8,532,0
2025-04-04,W.P. Kuala Lumpur,12,0,7,537,0
2025-04-05,W.P. Kuala Lumpur,3,0,7,533,0
2025-04-06,W.P. Kuala Lumpur,6,0,2,537,0
2025-04-07,W.P. Kuala Lumpur,3,0,8,532,0
2025-04-08,W.P. Kuala Lumpur,5,0,2,535,0
2025-04-09,W.P. Kuala Lumpur,10,0,3,542,0
2025-04-10,W.P. Kuala Lumpur,11,0,1,552,0
2025-04-11,W.P. Kuala Lumpur,3,0,12,543,0
2025-04-12,W.P. Kuala Lumpur,14,0,3,554,0
2025-04-13,W.P. Kuala Lumpur,5,0,6,553,0
2025-04-14,W.P. Kuala Lumpur,13,0,3,563,0
2025-04-15,W.P. Kuala Lumpur,8,0,5,566,0
2025-04-16,W.P. Kuala Lumpur,8,0,10,564,0
2025-04-17,W.P. Kuala Lumpur,18,0,11,571,0
2025-04-18,W.P. Kuala Lumpur,9,0,3,577,0
2025-04-19,W.P. Kuala Lumpur,8,0,14,571,0
2025-04-20,W.P. Kuala Lumpur,11,0,5,577,0
2025-04-21,W.P. Kuala Lumpur,8,0,13,572,0
2025-04-22,W.P. Kuala Lumpur,14,0,8,578,0
2025-04-23,W.P. Kuala Lumpur,12,0,8,582,0
2025-04-24,W.P. Kuala Lumpur,7,0,18,571,0
2025-04-25,W.P. Kuala Lumpur,16,0,9,578,0
2025-04-26,W.P. Kuala Lumpur,10,0,8,580,0
2025-04-27,W.P. Kuala Lumpur,8,0,11,577,0
2025-04-28,W.P. Kuala Lumpur,11,0,8,580,0
2025-04-29,W.P. Kuala Lumpur,12,0,14,578,0
2025-04-30,W.P. Kuala Lumpur,17,0,12,583,0
2025-05-01,W.P. Kuala Lumpur,11,0,7,587,0
2025-05-02,W.P. Kuala Lumpur,9,0,16,580,0
2025-05-03,W.P. Kuala Lumpur,16,0,10,586,0
2025-05-04,W.P. Kuala Lumpur,14,0,0,0,0
2025-05-05,W.P. Kuala Lumpur,25,0,0,0,0
2025-05-06,W.P. Kuala Lumpur,24,0,0,0,0
2025-05-07,W.P. Kuala Lumpur,32,0,0,0,0
2025-05-08,W.P. Kuala Lumpur,14,0,0,0,0
2025-05-09,W.P. Kuala Lumpur,33,0,0,0,0
2025-05-10,W.P. Kuala Lumpur,0,0,0,0,0
2025-05-11,W.P. Kuala Lumpur,0,0,0,0,0
2025-05-12,W.P. Kuala Lumpur,0,0,0,0,0
2025-05-13,W.P. Kuala Lumpur,52,0,0,0,0
2025-05-14,W.P. Kuala Lumpur,10,0,0,0,0
2025-05-15,W.P. Kuala Lumpur,37,0,0,0,0
2025-05-16,W.P. Kuala Lumpur,19,0,0,0,0
2025-05-17,W.P. Kuala Lumpur,20,0,0,0,0
2025-05-18,W.P. Kuala Lumpur,0,0,0,0,0
2025-05-19,W.P. Kuala Lumpur,43,0,0,0,0
2025-05-20,W.P. Kuala Lumpur,5,0,0,0,0
2025-05-21,W.P. Kuala Lumpur,93,0,0,0,0
2025-05-22,W.P. Kuala Lumpur,81,0,0,0,0
2025-05-23,W.P. Kuala Lumpur,22,0,0,0,0
2025-05-24,W.P. Kuala Lumpur,14,0,0,0,0
2025-05-25,W.P. Kuala Lumpur,66,0,0,0,0
2025-05-26,W.P. Kuala Lumpur,48,0,0,0,0
2025-05-27,W.P. Kuala Lumpur,62,0,0,0,0
2025-05-28,W.P. Kuala Lumpur,44,0,0,0,0
2025-05-29,W.P. Kuala Lumpur,66,0,0,0,0
2025-05-30,W.P. Kuala Lumpur,43,0,0,0,0
2025-05-31,W.P. Kuala Lumpur,30,0,0,0,0
2020-01-25,W.P. Labuan,0,0,0,0,0
2020-01-26,W.P. Labuan,0,0,0,0,0
2020-01-27,W.P. Labuan,0,0,0,0,0
2020-01-28,W.P. Labuan,0,0,0,0,0
2020-01-29,W.P. Labuan,0,0,0,0,0
2020-01-30,W.P. Labuan,0,0,0,0,0
2020-01-31,W.P. Labuan,0,0,0,0,0
2020-02-01,W.P. Labuan,0,0,0,0,0
2020-02-02,W.P. Labuan,0,0,0,0,0
2020-02-03,W.P. Labuan,0,0,0,0,0
2020-02-04,W.P. Labuan,0,0,0,0,0
2020-02-05,W.P. Labuan,0,0,0,0,0
2020-02-06,W.P. Labuan,0,0,0,0,0
2020-02-07,W.P. Labuan,0,0,0,0,0
2020-02-08,W.P. Labuan,0,0,0,0,0
2020-02-09,W.P. Labuan,0,0,0,0,0
2020-02-10,W.P. Labuan,0,0,0,0,0
2020-02-11,W.P. Labuan,0,0,0,0,0
2020-02-12,W.P. Labuan,0,0,0,0,0
2020-02-13,W.P. Labuan,0,0,0,0,0
2020-02-14,W.P. Labuan,0,0,0,0,0
2020-02-15,W.P. Labuan,0,0,0,0,0
2020-02-16,W.P. Labuan,0,0,0,0,0
2020-02-17,W.P. Labuan,0,0,0,0,0
2020-02-18,W.P. Labuan,0,0,0,0,0
2020-02-19,W.P. Labuan,0,0,0,0,0
2020-02-20,W.P. Labuan,0,0,0,0,0
2020-02-21,W.P. Labuan,0,0,0,0,0
2020-02-22,W.P. Labuan,0,0,0,0,0
2020-02-23,W.P. Labuan,0,0,0,0,0
2020-02-24,W.P. Labuan,0,0,0,0,0
2020-02-25,W.P. Labuan,0,0,0,0,0
2020-02-26,W.P. Labuan,0,0,0,0,0
2020-02-27,W.P. Labuan,0,0,0,0,0
2020-02-28,W.P. Labuan,0,0,0,0,0
2020-02-29,W.P. Labuan,0,0,0,0,0
2020-03-01,W.P. Labuan,0,0,0,0,0
2020-03-02,W.P. Labuan,0,0,0,0,0
2020-03-03,W.P. Labuan,0,0,0,0,0
2020-03-04,W.P. Labuan,0,0,0,0,0
2020-03-05,W.P. Labuan,0,0,0,0,0
2020-03-06,W.P. Labuan,0,0,0,0,0
2020-03-07,W.P. Labuan,0,0,0,0,0
2020-03-08,W.P. Labuan,0,0,0,0,0
2020-03-09,W.P. Labuan,0,0,0,0,0
2020-03-10,W.P. Labuan,0,0,0,0,0
2020-03-11,W.P. Labuan,0,0,0,0,0
2020-03-12,W.P. Labuan,0,0,0,0,0
2020-03-13,W.P. Labuan,2,0,0,2,2
2020-03-14,W.P. Labuan,0,0,0,2,0
2020-03-15,W.P. Labuan,2,0,0,4,2
2020-03-16,W.P. Labuan,0,0,0,4,0
2020-03-17,W.P. Labuan,0,0,0,4,0
2020-03-18,W.P. Labuan,1,0,0,5,1
2020-03-19,W.P. Labuan,0,0,0,5,0
2020-03-20,W.P. Labuan,0,0,0,5,0
2020-03-21,W.P. Labuan,0,0,0,5,0
2020-03-22,W.P. Labuan,0,0,0,5,0
2020-03-23,W.P. Labuan,0,0,0,5,0
2020-03-24,W.P. Labuan,0,0,0,5,0
2020-03-25,W.P. Labuan,0,0,0,5,0
2020-03-26,W.P. Labuan,0,0,0,5,0
2020-03-27,W.P. Labuan,0,0,0,5,0
2020-03-28,W.P. Labuan,5,0,0,10,5
2020-03-29,W.P. Labuan,0,0,0,10,0
2020-03-30,W.P. Labuan,0,0,1,9,0
2020-03-31,W.P. Labuan,0,0,0,9,0
2020-04-01,W.P. Labuan,0,0,0,9,0
2020-04-02,W.P. Labuan,0,0,0,9,0
2020-04-03,W.P. Labuan,0,0,0,9,0
2020-04-04,W.P. Labuan,1,0,0,10,0
2020-04-05,W.P. Labuan,0,0,0,10,0
2020-04-06,W.P. Labuan,1,0,0,11,0
2020-04-07,W.P. Labuan,1,0,0,12,0
2020-04-08,W.P. Labuan,0,0,0,12,0
2020-04-09,W.P. Labuan,0,0,0,12,0
2020-04-10,W.P. Labuan,0,0,0,12,0
2020-04-11,W.P. Labuan,2,0,9,5,0
2020-04-12,W.P. Labuan,0,0,0,5,0
2020-04-13,W.P. Labuan,0,0,0,5,0
2020-04-14,W.P. Labuan,0,0,0,5,0
2020-04-15,W.P. Labuan,0,0,1,4,0
2020-04-16,W.P. Labuan,0,0,0,4,0
2020-04-17,W.P. Labuan,1,0,0,5,0
2020-04-18,W.P. Labuan,0,0,1,4,0
2020-04-19,W.P. Labuan,0,0,0,4,0
2020-04-20,W.P. Labuan,0,0,1,3,0
2020-04-21,W.P. Labuan,0,0,0,3,0
2020-04-22,W.P. Labuan,0,0,0,3,0
2020-04-23,W.P. Labuan,0,0,0,3,0
2020-04-24,W.P. Labuan,0,0,0,3,0
2020-04-25,W.P. Labuan,0,0,1,2,0
2020-04-26,W.P. Labuan,0,0,0,2,0
2020-04-27,W.P. Labuan,0,0,0,2,0
2020-04-28,W.P. Labuan,0,0,0,2,0
2020-04-29,W.P. Labuan,0,0,0,2,0
2020-04-30,W.P. Labuan,0,0,0,2,0
2020-05-01,W.P. Labuan,0,0,0,2,0
2020-05-02,W.P. Labuan,0,0,2,0,0
2020-05-03,W.P. Labuan,0,0,0,0,0
2020-05-04,W.P. Labuan,0,0,0,0,0
2020-05-05,W.P. Labuan,0,0,0,0,0
2020-05-06,W.P. Labuan,0,0,0,0,0
2020-05-07,W.P. Labuan,0,0,0,0,0
2020-05-08,W.P. Labuan,0,0,0,0,0
2020-05-09,W.P. Labuan,0,0,0,0,0
2020-05-10,W.P. Labuan,0,0,0,0,0
2020-05-11,W.P. Labuan,0,0,0,0,0
2020-05-12,W.P. Labuan,0,0,0,0,0
2020-05-13,W.P. Labuan,0,0,0,0,0
2020-05-14,W.P. Labuan,0,0,0,0,0
2020-05-15,W.P. Labuan,0,0,0,0,0
2020-05-16,W.P. Labuan,0,0,0,0,0
2020-05-17,W.P. Labuan,0,0,0,0,0
2020-05-18,W.P. Labuan,0,0,0,0,0
2020-05-19,W.P. Labuan,0,0,0,0,0
2020-05-20,W.P. Labuan,0,0,0,0,0
2020-05-21,W.P. Labuan,0,0,0,0,0
2020-05-22,W.P. Labuan,0,0,0,0,0
2020-05-23,W.P. Labuan,0,0,0,0,0
2020-05-24,W.P. Labuan,0,0,0,0,0
2020-05-25,W.P. Labuan,0,0,0,0,0
2020-05-26,W.P. Labuan,0,0,0,0,0
2020-05-27,W.P. Labuan,0,0,0,0,0
2020-05-28,W.P. Labuan,0,0,0,0,0
2020-05-29,W.P. Labuan,0,0,0,0,0
2020-05-30,W.P. Labuan,0,0,0,0,0
2020-05-31,W.P. Labuan,0,0,0,0,0
2020-06-01,W.P. Labuan,0,0,0,0,0
2020-06-02,W.P. Labuan,0,0,0,0,0
2020-06-03,W.P. Labuan,0,0,0,0,0
2020-06-04,W.P. Labuan,0,0,0,0,0
2020-06-05,W.P. Labuan,0,0,0,0,0
2020-06-06,W.P. Labuan,1,0,0,1,0
2020-06-07,W.P. Labuan,0,0,0,1,0
2020-06-08,W.P. Labuan,0,0,0,1,0
2020-06-09,W.P. Labuan,0,0,0,1,0
2020-06-10,W.P. Labuan,0,0,0,1,0
2020-06-11,W.P. Labuan,0,0,0,1,0
2020-06-12,W.P. Labuan,0,0,0,1,0
2020-06-13,W.P. Labuan,0,0,0,1,0
2020-06-14,W.P. Labuan,0,0,0,1,0
2020-06-15,W.P. Labuan,0,0,0,1,0
2020-06-16,W.P. Labuan,0,0,0,1,0
2020-06-17,W.P. Labuan,0,0,0,1,0
2020-06-18,W.P. Labuan,0,0,0,1,0
2020-06-19,W.P. Labuan,0,0,0,1,0
2020-06-20,W.P. Labuan,0,0,0,1,0
2020-06-21,W.P. Labuan,0,0,1,0,0
2020-06-22,W.P. Labuan,0,0,0,0,0
2020-06-23,W.P. Labuan,0,0,0,0,0
2020-06-24,W.P. Labuan,0,0,0,0,0
2020-06-25,W.P. Labuan,0,0,0,0,0
2020-06-26,W.P. Labuan,0,0,0,0,0
2020-06-27,W.P. Labuan,0,0,0,0,0
2020-06-28,W.P. Labuan,0,0,0,0,0
2020-06-29,W.P. Labuan,0,0,0,0,0
2020-06-30,W.P. Labuan,0,0,0,0,0
2020-07-01,W.P. Labuan,0,0,0,0,0
2020-07-02,W.P. Labuan,0,0,0,0,0
2020-07-03,W.P. Labuan,0,0,0,0,0
2020-07-04,W.P. Labuan,0,0,0,0,0
2020-07-05,W.P. Labuan,0,0,0,0,0
2020-07-06,W.P. Labuan,0,0,0,0,0
2020-07-07,W.P. Labuan,0,0,0,0,0
2020-07-08,W.P. Labuan,0,0,0,0,0
2020-07-09,W.P. Labuan,0,0,0,0,0
2020-07-10,W.P. Labuan,0,0,0,0,0
2020-07-11,W.P. Labuan,0,0,0,0,0
2020-07-12,W.P. Labuan,0,0,0,0,0
2020-07-13,W.P. Labuan,0,0,0,0,0
2020-07-14,W.P. Labuan,0,0,0,0,0
2020-07-15,W.P. Labuan,0,0,0,0,0
2020-07-16,W.P. Labuan,0,0,0,0,0
2020-07-17,W.P. Labuan,0,0,0,0,0
2020-07-18,W.P. Labuan,0,0,0,0,0
2020-07-19,W.P. Labuan,0,0,0,0,0
2020-07-20,W.P. Labuan,0,0,0,0,0
2020-07-21,W.P. Labuan,0,0,0,0,0
2020-07-22,W.P. Labuan,0,0,0,0,0
2020-07-23,W.P. Labuan,0,0,0,0,0
2020-07-24,W.P. Labuan,0,0,0,0,0
2020-07-25,W.P. Labuan,1,1,0,1,0
2020-07-26,W.P. Labuan,0,0,0,1,0
2020-07-27,W.P. Labuan,0,0,0,1,0
2020-07-28,W.P. Labuan,1,1,0,2,0
